x,y,x_orig,y_orig
126.33333333333333,105.0,126.33333333333333,105.0
134.0,105.0,134.0,105.0
134.33333333333334,105.0,134.33333333333334,105.0
134.66666666666666,105.0,134.66666666666666,105.0
135.0,105.0,135.0,105.0
135.33333333333334,105.0,135.33333333333334,105.0
126.0,105.33333333333333,126.0,105.33333333333333
126.33333333333333,105.33333333333333,126.33333333333333,105.33333333333333
126.66666666666667,105.33333333333333,126.66666666666667,105.33333333333333
127.0,105.33333333333333,127.0,105.33333333333333
127.33333333333333,105.33333333333333,127.33333333333333,105.33333333333333
127.66666666666667,105.33333333333333,127.66666666666667,105.33333333333333
128.0,105.33333333333333,128.0,105.33333333333333
128.33333333333334,105.33333333333333,128.33333333333334,105.33333333333333
128.66666666666666,105.33333333333333,128.66666666666666,105.33333333333333
129.0,105.33333333333333,129.0,105.33333333333333
129.33333333333334,105.33333333333333,129.33333333333334,105.33333333333333
129.66666666666666,105.33333333333333,129.66666666666666,105.33333333333333
130.0,105.33333333333333,130.0,105.33333333333333
130.33333333333334,105.33333333333333,130.33333333333334,105.33333333333333
130.66666666666666,105.33333333333333,130.66666666666666,105.33333333333333
132.66666666666666,105.33333333333333,132.66666666666666,105.33333333333333
133.0,105.33333333333333,133.0,105.33333333333333
133.33333333333334,105.33333333333333,133.33333333333334,105.33333333333333
133.66666666666666,105.33333333333333,133.66666666666666,105.33333333333333
134.0,105.33333333333333,134.0,105.33333333333333
134.33333333333334,105.33333333333333,134.33333333333334,105.33333333333333
134.66666666666666,105.33333333333333,134.66666666666666,105.33333333333333
135.0,105.33333333333333,135.0,105.33333333333333
135.33333333333334,105.33333333333333,135.33333333333334,105.33333333333333
126.0,105.66666666666667,126.0,105.66666666666667
126.33333333333333,105.66666666666667,126.33333333333333,105.66666666666667
126.66666666666667,105.66666666666667,126.66666666666667,105.66666666666667
127.0,105.66666666666667,127.0,105.66666666666667
127.33333333333333,105.66666666666667,127.33333333333333,105.66666666666667
127.66666666666667,105.66666666666667,127.66666666666667,105.66666666666667
128.0,105.66666666666667,128.0,105.66666666666667
128.33333333333334,105.66666666666667,128.33333333333334,105.66666666666667
128.66666666666666,105.66666666666667,128.66666666666666,105.66666666666667
129.0,105.66666666666667,129.0,105.66666666666667
129.33333333333334,105.66666666666667,129.33333333333334,105.66666666666667
129.66666666666666,105.66666666666667,129.66666666666666,105.66666666666667
130.0,105.66666666666667,130.0,105.66666666666667
130.33333333333334,105.66666666666667,130.33333333333334,105.66666666666667
130.66666666666666,105.66666666666667,130.66666666666666,105.66666666666667
131.0,105.66666666666667,131.0,105.66666666666667
131.33333333333334,105.66666666666667,131.33333333333334,105.66666666666667
131.66666666666666,105.66666666666667,131.66666666666666,105.66666666666667
132.0,105.66666666666667,132.0,105.66666666666667
132.33333333333334,105.66666666666667,132.33333333333334,105.66666666666667
132.66666666666666,105.66666666666667,132.66666666666666,105.66666666666667
133.0,105.66666666666667,133.0,105.66666666666667
133.33333333333334,105.66666666666667,133.33333333333334,105.66666666666667
133.66666666666666,105.66666666666667,133.66666666666666,105.66666666666667
134.0,105.66666666666667,134.0,105.66666666666667
134.33333333333334,105.66666666666667,134.33333333333334,105.66666666666667
134.66666666666666,105.66666666666667,134.66666666666666,105.66666666666667
135.0,105.66666666666667,135.0,105.66666666666667
135.33333333333334,105.66666666666667,135.33333333333334,105.66666666666667
125.66666666666667,106.0,125.66666666666667,106.0
126.0,106.0,126.0,106.0
126.33333333333333,106.0,126.33333333333333,106.0
126.66666666666667,106.0,126.66666666666667,106.0
127.0,106.0,127.0,106.0
127.33333333333333,106.0,127.33333333333333,106.0
127.66666666666667,106.0,127.66666666666667,106.0
128.0,106.0,128.0,106.0
128.33333333333334,106.0,128.33333333333334,106.0
128.66666666666666,106.0,128.66666666666666,106.0
129.0,106.0,129.0,106.0
129.33333333333334,106.0,129.33333333333334,106.0
129.66666666666666,106.0,129.66666666666666,106.0
130.0,106.0,130.0,106.0
130.33333333333334,106.0,130.33333333333334,106.0
130.66666666666666,106.0,130.66666666666666,106.0
131.0,106.0,131.0,106.0
