x,y,x_orig,y_orig
140.0,120.33333333333333,140.0,120.33333333333333
140.33333333333334,120.33333333333333,140.33333333333334,120.33333333333333
139.0,120.66666666666667,139.0,120.66666666666667
139.33333333333334,120.66666666666667,139.33333333333334,120.66666666666667
139.66666666666666,120.66666666666667,139.66666666666666,120.66666666666667
140.0,120.66666666666667,140.0,120.66666666666667
140.33333333333334,120.66666666666667,140.33333333333334,120.66666666666667
138.66666666666666,121.0,138.66666666666666,121.0
139.0,121.0,139.0,121.0
139.33333333333334,121.0,139.33333333333334,121.0
139.66666666666666,121.0,139.66666666666666,121.0
140.0,121.0,140.0,121.0
140.33333333333334,121.0,140.33333333333334,121.0
138.33333333333334,121.33333333333333,138.33333333333334,121.33333333333333
138.66666666666666,121.33333333333333,138.66666666666666,121.33333333333333
139.0,121.33333333333333,139.0,121.33333333333333
139.33333333333334,121.33333333333333,139.33333333333334,121.33333333333333
139.66666666666666,121.33333333333333,139.66666666666666,121.33333333333333
140.0,121.33333333333333,140.0,121.33333333333333
140.33333333333334,121.33333333333333,140.33333333333334,121.33333333333333
138.33333333333334,121.66666666666667,138.33333333333334,121.66666666666667
138.66666666666666,121.66666666666667,138.66666666666666,121.66666666666667
139.0,121.66666666666667,139.0,121.66666666666667
139.33333333333334,121.66666666666667,139.33333333333334,121.66666666666667
139.66666666666666,121.66666666666667,139.66666666666666,121.66666666666667
140.0,121.66666666666667,140.0,121.66666666666667
140.33333333333334,121.66666666666667,140.33333333333334,121.66666666666667
138.33333333333334,122.0,138.33333333333334,122.0
138.66666666666666,122.0,138.66666666666666,122.0
139.0,122.0,139.0,122.0
139.33333333333334,122.0,139.33333333333334,122.0
139.66666666666666,122.0,139.66666666666666,122.0
140.0,122.0,140.0,122.0
140.33333333333334,122.0,140.33333333333334,122.0
138.33333333333334,122.33333333333333,138.33333333333334,122.33333333333333
138.66666666666666,122.33333333333333,138.66666666666666,122.33333333333333
139.0,122.33333333333333,139.0,122.33333333333333
139.33333333333334,122.33333333333333,139.33333333333334,122.33333333333333
139.66666666666666,122.33333333333333,139.66666666666666,122.33333333333333
140.0,122.33333333333333,140.0,122.33333333333333
140.33333333333334,122.33333333333333,140.33333333333334,122.33333333333333
138.33333333333334,122.66666666666667,138.33333333333334,122.66666666666667
138.66666666666666,122.66666666666667,138.66666666666666,122.66666666666667
139.0,122.66666666666667,139.0,122.66666666666667
139.33333333333334,122.66666666666667,139.33333333333334,122.66666666666667
139.66666666666666,122.66666666666667,139.66666666666666,122.66666666666667
140.0,122.66666666666667,140.0,122.66666666666667
140.33333333333334,122.66666666666667,140.33333333333334,122.66666666666667
140.66666666666666,122.66666666666667,140.66666666666666,122.66666666666667
141.0,122.66666666666667,141.0,122.66666666666667
138.33333333333334,123.0,138.33333333333334,123.0
138.66666666666666,123.0,138.66666666666666,123.0
139.0,123.0,139.0,123.0
139.33333333333334,123.0,139.33333333333334,123.0
139.66666666666666,123.0,139.66666666666666,123.0
140.0,123.0,140.0,123.0
140.33333333333334,123.0,140.33333333333334,123.0
140.66666666666666,123.0,140.66666666666666,123.0
141.0,123.0,141.0,123.0
141.33333333333334,123.0,141.33333333333334,123.0
141.66666666666666,123.0,141.66666666666666,123.0
142.0,123.0,142.0,123.0
