x,y,x_orig,y_orig
155.33333333333334,108.0,155.33333333333334,108.0
155.66666666666666,108.0,155.66666666666666,108.0
155.0,108.33333333333333,155.0,108.33333333333333
155.33333333333334,108.33333333333333,155.33333333333334,108.33333333333333
155.66666666666666,108.33333333333333,155.66666666666666,108.33333333333333
156.0,108.33333333333333,156.0,108.33333333333333
154.66666666666666,108.66666666666667,154.66666666666666,108.66666666666667
155.0,108.66666666666667,155.0,108.66666666666667
155.33333333333334,108.66666666666667,155.33333333333334,108.66666666666667
155.66666666666666,108.66666666666667,155.66666666666666,108.66666666666667
156.0,108.66666666666667,156.0,108.66666666666667
156.33333333333334,108.66666666666667,156.33333333333334,108.66666666666667
154.0,109.0,154.0,109.0
154.33333333333334,109.0,154.33333333333334,109.0
154.66666666666666,109.0,154.66666666666666,109.0
155.0,109.0,155.0,109.0
155.33333333333334,109.0,155.33333333333334,109.0
155.66666666666666,109.0,155.66666666666666,109.0
156.0,109.0,156.0,109.0
156.33333333333334,109.0,156.33333333333334,109.0
156.66666666666666,109.0,156.66666666666666,109.0
153.66666666666666,109.33333333333333,153.66666666666666,109.33333333333333
154.0,109.33333333333333,154.0,109.33333333333333
154.33333333333334,109.33333333333333,154.33333333333334,109.33333333333333
154.66666666666666,109.33333333333333,154.66666666666666,109.33333333333333
155.0,109.33333333333333,155.0,109.33333333333333
155.33333333333334,109.33333333333333,155.33333333333334,109.33333333333333
155.66666666666666,109.33333333333333,155.66666666666666,109.33333333333333
156.0,109.33333333333333,156.0,109.33333333333333
156.33333333333334,109.33333333333333,156.33333333333334,109.33333333333333
156.66666666666666,109.33333333333333,156.66666666666666,109.33333333333333
153.66666666666666,109.66666666666667,153.66666666666666,109.66666666666667
154.0,109.66666666666667,154.0,109.66666666666667
154.33333333333334,109.66666666666667,154.33333333333334,109.66666666666667
154.66666666666666,109.66666666666667,154.66666666666666,109.66666666666667
155.0,109.66666666666667,155.0,109.66666666666667
155.33333333333334,109.66666666666667,155.33333333333334,109.66666666666667
155.66666666666666,109.66666666666667,155.66666666666666,109.66666666666667
156.0,109.66666666666667,156.0,109.66666666666667
156.33333333333334,109.66666666666667,156.33333333333334,109.66666666666667
156.66666666666666,109.66666666666667,156.66666666666666,109.66666666666667
157.0,109.66666666666667,157.0,109.66666666666667
153.33333333333334,110.0,153.33333333333334,110.0
153.66666666666666,110.0,153.66666666666666,110.0
154.0,110.0,154.0,110.0
154.33333333333334,110.0,154.33333333333334,110.0
154.66666666666666,110.0,154.66666666666666,110.0
155.0,110.0,155.0,110.0
155.33333333333334,110.0,155.33333333333334,110.0
155.66666666666666,110.0,155.66666666666666,110.0
156.0,110.0,156.0,110.0
156.33333333333334,110.0,156.33333333333334,110.0
156.66666666666666,110.0,156.66666666666666,110.0
157.0,110.0,157.0,110.0
157.33333333333334,110.0,157.33333333333334,110.0
153.33333333333334,110.33333333333333,153.33333333333334,110.33333333333333
153.66666666666666,110.33333333333333,153.66666666666666,110.33333333333333
154.0,110.33333333333333,154.0,110.33333333333333
154.33333333333334,110.33333333333333,154.33333333333334,110.33333333333333
154.66666666666666,110.33333333333333,154.66666666666666,110.33333333333333
155.0,110.33333333333333,155.0,110.33333333333333
155.33333333333334,110.33333333333333,155.33333333333334,110.33333333333333
155.66666666666666,110.33333333333333,155.66666666666666,110.33333333333333
156.0,110.33333333333333,156.0,110.33333333333333
156.33333333333334,110.33333333333333,156.33333333333334,110.33333333333333
156.66666666666666,110.33333333333333,156.66666666666666,110.33333333333333
157.0,110.33333333333333,157.0,110.33333333333333
157.33333333333334,110.33333333333333,157.33333333333334,110.33333333333333
157.66666666666666,110.33333333333333,157.66666666666666,110.33333333333333
152.66666666666666,110.66666666666667,152.66666666666666,110.66666666666667
153.0,110.66666666666667,153.0,110.66666666666667
